JAWABAN,LABEL_1,LABEL_2
mereka harus beradaptasi dengan lingkungan yang baru dan kebutuhan hidup seperti tempat tinggal dan mata pencaharian atau pekerjaan mereka,10,10
kekurangan makanan yang mengakibatkan mereka kelaparan,7,7
Perbedaan mata pencaharian dan lingkungan sekitarnya akan berbeda,9,9
tantangannya adalah warga harus beradaptasi dengan suasan iklim di sana,7,7
"kepadatan penduduk tidak merata, lahan peratanian menurun.",9,9
2019 ganti presiden,0,0
ya,0,0
"Tantangannya adalah mereka harus beradaptasi dengan lingkungan yang baru. Apalagi jika lingkungan yang baru tersebut benar-benar berbeda dengan lingkungan mereka sebelumnya. Hal ini dapat menimbulkan bencana seperti kelaparan, suhu yang tidak sesuai, rumah dan tempat tingal yang kurang nyaman, dan muncul penyakit yang baru.",10,10
mereka akan kehilangan sebagian besar lahan pertanian mereka,7,7
iklim nya berbeda dengan sebelumnya yang mengakibatkan rasa tidak nyaman,8,8
mereka akan sulit untuk menyesuaikan diri di lingkungan barunya,7,7
lingkungan disekitar yang berbeda dengan lingkungan yang biasa mereka tempati dan mereka harus mencari pekerjaan untuk bertahan hidup sesuai dengan mata pencaharian penduduk setempat,9,9
satu tantangan yang akan dihadapi para pengungsi iklim ini ketika mereka pindah ke tempat baru adalah para pengungsi iklim harus bisa menyesuaikan diri terhadap lingkungan dan penduduknya,8,8
mereka perlu adaptasi ulang dan itu membutuhkan waktu ysng tidak sebentar,8,8
mereka akan sulit beradaptasi karena lingkungan baru,7,7
"Tantangan yang akan dihadapi oleh para pengungsi iklim ketika mereka pindah ke tempat baru adalah mereka akan kehilangan properti mereka seperti sawah atau kebun mereka,selain itu mereka akan merasakan suasana yang tidak sama lagi dengan suasana kampung halaman mereka yang berarti mereka harus memulai kehidupan baru di tempat baru mereka masing masing",10,10
"perlu beradaptasi,terpisah dari keluarga, meninggalkan daerahnya,dan lain-lain",9,9
Harus Mengikuti Peraturan-Peraturan Negara,1,1
"Satu tantangan yang mungkin akan dihadapi oleh pemgumgsi iklim ketika mereka pindah ke tempat barumya adalah sebagian besar dari mereka sulit untuk beradaptasi dengan lingkungan baru, dengan orang disekitar lingkungan baru dan juga sulit untuk beradaptasi dengan kondisi cuaca di lingkungan baru bagi mereka yang memiliki suatu penyakit yang berkaitan dengan lingkungan baru tersebut. Mereka juga akan sulit mendapatkan air, makanan dan segala yang biasa dibutuhkan dalam kehidupan sehari-hari karena sebagian dari mereka semua tidak seluruhnya memiliki kekayaan yang cukup untuk membeli makan, minum, ataupun tempat tinggal yang tetap di lingkungan baru, selain mendapatkan donasi dari warga sekitar atau negara lain.",10,10
suah bersosialisasi dengan penduduk baru atau susah menyesuaikan diri dengan lingkungan barunya,7,7
"kurangnya tempat tinggal , sandang,dan pangan",8,8
akan mengalami perubahan lingkungan,7,7
Mereka mungkin akan sulit beradaptasi dengan lingkungan yang baru.,7,7
memulai mencari kehidupan yang baru ditempat yang baru dan dengan orang orang yang baru.,7,7
mereka akan kesulitan untuk mencari negara yang akan menampung mereka.,7,7
"mecari tempat tinggal akan sulit,dan mencari pekerjaan juga lebih sulit",8,8
"mereka akan tinggal di pos atau tenda yang sangvat sederhana, mereka akan kelaparan,kehausan, dan meninggalkan harta benda nya",9,9
menjalani lingkungan baru,7,7
dapat menimbulkan perubahan suhu yang signifikan.,2,2
tantangannya adalah kehilangan lahan pertanian,7,7
"Membangun tempat tinggal, kehilangan pekerjaan, berpindah sekolah.",10,10
kekurangan makanan,7,7
Beradaptasi dengan lingkungan barunya.,7,7
harus bisa berapdatasi dengan lingkungan barunya,7,7
Akan kehilangan hasil pertanian mereka dan harus beradaptasi dengan orang-orang yang ada ditempat baru.,9,9
meraka akan lama beradaptasi ditempat yang baru,7,7
pengungsi iklim adalah orang orang yang terpaksa meninggal kan komunitas atau negaranya karena bencana lingkungnan,5,5
mereka menyelamatkan diri dari bencana alam,6,6
mereka harus mencari tempat tinggal yang baru bisa jadi sulit mencari tempat tinggal tersebut,7,7
di karena kan iklim itu d cegahkan dalam proses bencana lingkungan dalam sekitar rumah warna negara,1,1
"adaptasi lingkungan,ekonomi,kesehatan,sosial dan lain lain",9,9
kehilangan tempat tinggal dan lahan pertanian,9,9
Mereka mungkin akan sulit beradaptasi dilingkungan yang baru,7,7
biaya trasportasi dan pangan mereka,8,8
pengungsi iklim akan sulit beradaptasi dengan iklim yang baru,7,7
Kebutuhan yang sangat sulit di dapatkan,7,7
mereka harus terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan. Dan memulai kehidupan di tempat baru dengan harus menyesuaikan kehidupan ditempat yang baru,9,9
tantangannya mereka tidak terbiasa dengan wilayah iklim mereka yang lama,5,5
yang akan terjadi karena mereka akan tergeltakan di suatu tempat menguksi yang telah di tentukan akibat pengugsian iklim yang berlangsung di tempat tinggal mereka,6,6
keadaan ini adalah pengecualian dan kehidupan orang-orang sedang di pertaruhkan,4,4
tantangan yang akan di hadapi oleh para pengungsi yaitu mereka memerlukan tempat berteduh yang cukup untuk mereka semua dan makanan yang cukup untuk mereka,7,7
mereka harus siap beradaptasi dengan iklim yg ada dipengungsiannya nanti.,7,7
"harus beradaptasi dengan orang-orang disekitar yang sama-sama mengungsi,berintraksi dengan orang-orang baru",9,9
Tantangan yang mereka hadapi yaitu harus menyesuaikan diri di tempat yang baru,7,7
"iya karena Pada kasus-kasus seperti salah satunya yang terjadi di Travina, warga mungkin dipaksa untuk menjadi ""pengungsi iklim”.",7,7
"mereka akan pinda ke tempat yang lebih tinggi,,tantanganya adalah mereka akan mencari laha atau tempat untuk tinggal dan mencari sumber makanan",8,8
ketergantungan hidup mereka berubah,6,6
harus melakukan adaptasi dengan lingkungann baru itu.,7,7
mungkin mereka tidak akan diterima di tempat barunya. Atau buruknya mereka akan diusir mentah mentah dari tempat barunya.,8,8
kekurangan makanan dan pakaian karena ditempat baru yang belum tersedia.,8,8
kebingungan dengan komunikasi di suatu daerah yang di tempati,7,7
menyesuaikan keadaan di lingkungan baru,7,7
sulit beradaptasi dengan lingkungan baru,7,7
tempat yang disediakan sangatlah minim dan seadanya,7,7
pengungsi film hancur,0,0
harus sopan datang ketempat orang,2,2
tantangan yang dihadapai oleh pengungsi iklim adalah mereka harus menhadapai berbagai ragam iklim sehingga mereka harus belajar menghadapi berbagai iklim,6,6
"jika mereka pindah ke tempat yang baru, belum tentu semua orang akan cepat beradaptasi dan cocok terhadap lingkungan.",8,8
Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,5,5
Yang pertama merekan harus bisa beradaptasi di lingkungan yang baru agar bisa bertahan hidup.,8,8
tidak langsung bisa secepat mungkin bradaptasi di negara yang baru,7,7
Merasakan sulitnya beradaptasi dengan lingkungan yang baru,7,7
mereka bersukur karena telah pinda.,0,0
karna tempat mereka sudah terkena bencana lingkungan karna mereka segera mengungsi iklim dan pindah ketempat baru.,5,5
warga mungkin di paksa untuk menjadi penginsi iklim,7,7
harus tinggal dinegara lain,7,7
ber adaptasi dan harus menerima lingkungan yang baru dan berbeda dari yang sebelumnya,7,7
bencana lingkungan,6,6
"pekerjaan, tempat tinggal, lingkungan, penduduk.",9,9
karna tidak sesuai dengnay,6,6
bencana lingkungan,6,6
Salah satu tantangan yang akan dihadapi para pengungsi iklim adalah: Beradaptasi dengan lingkungan sekitar yang mungkin tidak sama dengan tempat semula,7,7
iklim,6,6
Mereka akan susah menyusaikan dirinya masing - masing dengan tempat yang baru. Mereka juga bisa saja harus berpisah dengan keluarganya atau komunitasnya.,8,8
Mengkondisikan tubuh harna berada di iklim yang tidak biasa,7,7
karena negara tidak bisa di biayai lagi,4,4
Ketika pindah ke tempat baru pengungsi tersebut tidak mempunyai tempat dan uang yang cukup untuk membangun kembali kegiatan di tempat baru. mereka harus beradaptasi dahulu.,8,8
mereka mungkin akan kekurangan bahan pangan karena lahan pertanian mereka sebagian besar hilang akibat dampak dari kenaikan permukaan laut,8,8
SULIT MENYESUIKAN DAERAH TEMPAT TINGGAL YANG BARU,7,7
Beradaptasi dengan isi lingkungannya yang baru,7,7
poengungsi iklim,0,0
mereka harus beradaptasi dengan tempatnya yang baru,7,7
"sulit beradaptasi dengan lingkungannya yang baru, sulit beradaptasi dengan cucaca yang baru. belum tentu mendapat tempat tinggal yang layak yg sama dengan tempat tinggal sebelumnya. dan juga kesulitan mendapat bahan makanan, minuman, pakaian, obat, dan keperluan lainnya.",10,10
pengungsi harus bisa beradaptasi dilingkungan baru dan mendapat sedikit prhataian dari pemerintah negara yang ditempati karena mereka hanya pengungsi,9,9
mereka harus berjuang untuk menghidupi kehidupan mereka,7,7
Kemampuan adaptasi pengungsi iklim,7,7
"tantangannya adalah warga travina mungkin pada waktu berpindah bisa saja warga travina kesulitan mencari pulaubaru,belum lgi pada waktu menyebrang bisa terkena ombak besar yang menyebabkan prahu warga travina tengelem dan belum juga warga travina memulai lagi membangun negaranya dari nol",9,9
"sulit beradaptasi, tidak biasa dengan lingkuna yang baru",7,7
mereka harus ber adaptasi lagi pada tempat yang baru itu.,7,7
Satu tantangannya adalah tempat tinggal yang memadai,6,6
"susah untuk mengenal lingkungan,",6,6
mereka akan merasakan iklim yang baru,7,7
karena akan menyebabakan punahnya pengugsi iklm,1,1
mereka tidak mengenal komunitas ditempat lain dan kemungkinan akan dikucilkan,8,8
keadaan ini adalah pengecualian dan kehidupan orang- orang Travina sedang di pertaruhkan,4,4
Mereka terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,7,7
Beradaptasi lagi kepada lingkungan sekitar,7,7
harus sabar menunggu bantuan dari pemerintah,5,5
"akan kehilangan tcetangga, barang-barang berharga yang mungkin saja hilang akibat bencana. dan masih banyak lagi.",7,7
Mereka harus beradaptasi dengan lingkungan yang baru. Dan mencari mata pencaharian yang tepat di tempat yang baru tersebut. Bila mereka gagal dalam masa adaptasinya pasti akan mengakibatkan pengungsi tersebut depresi dan dikucilkan oleh kelompok masyarakat.,10,10
lingkungan yang baru dan suasana yang baru begitu pula orang orang yang baru dan susah untuk mendapatkan pekerjaanb juga ditempat tersebut,9,9
akan sulit beradaptasi dan sulit juga mendapatkan makanan,8,8
akan mendapatkan kesenagan atau kesusahan,5,5
kasus pembunuhan dan perampokan,6,6
"sosialisasi,mungkin masyarakat di travina belum tentu bisa langsung bersosialisasi karena perbedaan bahasa,kebiasaan,tradisi itu akan menyulitkan masyarakat untuk bersosialisasi",8,8
tantanganya adalah perlunya adaptasi dengan lingkungan dan iklim serta pengenalan penduduk baru,8,8
sulit untuk berinteraksi dg masyarakat dan tempat tinggal yg baru,7,7
mereka akan mengalami kekurangan makan karena makannya yang terbatas dan tidak bisa mengumpul bersama keluarga mlakukan hal tertentu bersama keluarga,8,8
mungkin ada sebagian orang yang kehilangan keluarganya. mereka tidak bisa membawa barang-barang mereka yang memeng mungkin tidak bisa jika dibawa.,8,8
Akan kehilangan lahan lahannya,7,7
bila mereka memang benar-benar mengungsi kemungkinan tidak semua orang yang dutumpangi merasa bersedia untuk tempatnya dijadikan pengungsian .karena belum tentu si pengungsi itu berdampak baik bagi penduduk daerah yang menjadi lahan pengungsian .serta para pengungsi juga harus mandiri dan tidak boleh terlalu bergantung pada warga negara lain.,9,9
pengungsi akan resah karena pengungsi iklim terpaksa untuk meningalkan negaranya meskipun terkena bencana lingkungan,7,7
mereka harus bisa beradaptasi dengan lingkungan baru mereka karena mereka telah kehilangan harta kekayaan mereka dan rumah mereka,8,8
mereka harus kembali beradaptasi dengan lingkungan baru dan meninggalkan pekerjaan mereka di tempat yg lama dan memulai kehidupan dari awal kembali.,8,8
mereka akan kehilangan pekerjaan mereka.kurangnya pasokan makanan untuk orang2 yang megungsi dll,8,8
warga dipaksa untuk menjadi pengusi iklim,7,7
"Menurut saya tantangan yang dihadapi para pengungsi iklim yaitu,mereka akan kehilangan sebagian besar lahan pertanian mereka",7,7
"akan merasakan udara yg lebih segar,tetangga baru,permukiman yg lebih indah",6,6
kurang beradaptasi dengan lingkungan barunya.,7,7
"mereka mau tidak mau harus merelakan lahan pertaniannya,dan pada saat mereka pidnndah ke tempat baru pastinya mereka akan ber adaptasi lagi dan juga belum tentu pada saat mereka pindah ke temmpat baru ada transportasinya",8,8
ia harus memulai dengn lingkungan yang baru,7,7
mereka harus beradaptasi kepada lingkungan baru nya dan beradaptasi itu sangat sulit sekali karna tidak seperti biasanya,8,8
tantangan nya adalah harus meninggal kan lahan pertanian mereka atau meninggal kan sumber penghasilan mereka dengan terpaksa,8,8
"pekerjaan mereka akan hilang dan sektor pariwisata,perikanan,petanian mereka akan terdampar begitu saja.",8,8
penduduk baru,6,6
tidask cocok dengan suhu di tempat lain,7,7
lingkungan. Apa satu tantangan yang akan dihadapi para pengungsi iklim ini ketika mereka pindah ke tempat baru? karena bencana lingkungan,6,6
kehilangan sebagian besar lahan pertanian mereka,7,7
"salah satu tantangan yang akan dihadapi para pengungsi iklim adalah mereka harus lebih dulu berintereksi terhadap lingkungan yang ada,dengan adanya hal tersebut membuat para pengungsi jadi susah untuk beradaptasi.",8,8
"Mereka harus beradaptasi dengan lingkungan baru, juga harus mencari pekerjaan baru untuk kelangsungan hidup.",9,9
adanya wabah penyakit yg di serang,5,5
pengungsi iklim adalah orang orang yang terpaksa meninggalkan komunitas atau negaranya yang terkena bencana lingkungan,5,5
"Tantangan yang akan dihadapi para pengungsi iklim saat mereka pindah ke tempat lain yaitu membangun kembali proyek yang sudah mereka bangun saat di travina,beradaptasi dengan lingkungan baru ,serta membangun sistem perekonomian baru/pertanian.",10,10
mereka mungkin akan kesulitan dalam mencari pekerjaan mereka,7,7
Beradaptasi dengan lingkungan yang baru dan memulai semuanya dari nol.,8,8
Aakan berubah adaptasi dan sulit untuk memulai kehidupan yang baru dengan masyarakat yang jarang ditemui,8,8
karena bencana lingkungan,4,4
mereka tidak terbiasa dengan iklim dan mereka bisa saja sakit,7,7
kehilangan tempat tinggal,7,7
hujan deras,0,0
Mebiasakan diri dengan kultur dan budaya baru tempat meraka mengungsi.,7,7
akan kehilangan apa yang ia miliki,7,7
mereka akan lebih sulit lagi beradaptasi dengan masyarakat yang lain,7,7
harus bisa beradaptasi dengan lingkungan dan keadaan yang baru,7,7
karena orang-orang terpaksa meninggalkan komunitas atau negarannya karena terjadinya bencana lingkungan.,7,7
"mereka akan kesulitan menghidupi hidup mereka. karena, pekerjaan mereka tak menjamin sesuai dengan tempat baru tersebut.",8,8
Mereka akan kehilangan sedikit atau banyaknya yang mereka miliki saat ini.,7,7
ekonomi akan mencari nya lebih sulit,7,7
Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,5,5
kehilangan daerah atau tanah yang mereka miliki,7,7
Harus beradaptasi dengan tempat baru,7,7
mengalami sakit karena perpindahan iklim kurangnya tempat tinggal yang nyaman berkurangnya air bersih,8,8
"Beradaptasi dengan lingkungan baru, dan mau tidak mau harus menerima apapun yang terjadi untuk kelangsungan hidup mereka.",8,8
beradaptasi dengan lingkungan dan masyarakat baru,7,7
Akan terjadi pengesuaian terhadap tempat yany di tempati oleh Travina yang akan menduduki tempat lain,7,7
pengungsi IKlim adalah orang orang yang terpaksa meninggalkan komonitas atau negaranya karena bencana lingkungan,5,5
adaptasi lingkungan dan iklim yang ada di tempat baru.,7,7
mereka harus membuat lapangan kerja baru,7,7
"Pengungsi akan mengalami, krisis ekonomi untuk melakukan perpindahan karena tidak dapat pemasukan dari lahan pertanian maupun pariwisata, gangguan kesehatan, penolkan oleh masyarakat baru di tempat pengunsian.",10,10
banyak yang harus dimulai dengan nol,7,7
pengungsi iklim,0,0
Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,5,5
ketika mereka berpindah mereka akan kehilangan mata pencahariannya sehari-hari.,7,7
satu tantangan yang akan di hadapi para pengungsi iklim ketika mereka pibdah ke tempat baruyaiti tidak dapat beradaptasi dengan lingkungan baru,7,7
mereka harus beradaptasi dengan lingkungan hidup yang baru,7,7
